matchup_id,player_a,player_b,model,result
5042,Karl Malone,Andre Iguodala,llama3.1:8b,Andre Iguodala
5043,Moses Malone,Pete Maravich,llama3.1:8b,Moses Malone
5044,Moses Malone,Bob McAdoo,llama3.1:8b,Moses Malone
5045,Moses Malone,Kevin McHale,llama3.1:8b,Moses Malone
5046,Moses Malone,George Mikan,llama3.1:8b,Moses Malone
5047,Moses Malone,Reggie Miller,llama3.1:8b,Moses Malone
5048,Moses Malone,Earl Monroe,llama3.1:8b,Moses Malone
5049,Moses Malone,Steve Nash,llama3.1:8b,Moses Malone
5050,Moses Malone,Dirk Nowitzki,llama3.1:8b,Dirk Nowitzki
5051,Moses Malone,Hakeem Olajuwon,llama3.1:8b,Hakeem Olajuwon
5052,Moses Malone,Shaquille O'Neal,llama3.1:8b,Shaquille O'Neal
5053,Moses Malone,Robert Parish,llama3.1:8b,Moses Malone
5054,Moses Malone,Chris Paul,llama3.1:8b,Chris Paul
5055,Moses Malone,Gary Payton,llama3.1:8b,Moses Malone
5056,Moses Malone,Bob Pettit,llama3.1:8b,Moses Malone
5057,Moses Malone,Paul Pierce,llama3.1:8b,Moses Malone
5058,Moses Malone,Scottie Pippen,llama3.1:8b,Scottie Pippen
5059,Moses Malone,Willis Reed,llama3.1:8b,Moses Malone
5060,Moses Malone,Oscar Robertson,llama3.1:8b,Oscar Robertson
5061,Moses Malone,David Robinson,llama3.1:8b,David Robinson
5062,Moses Malone,Dennis Rodman,llama3.1:8b,Moses Malone
5063,Moses Malone,Bill Russell,llama3.1:8b,Bill Russell
5064,Moses Malone,Dolph Schayes,llama3.1:8b,Moses Malone
5065,Moses Malone,Bill Sharman,llama3.1:8b,Moses Malone
5066,Moses Malone,John Stockton,llama3.1:8b,John Stockton
5067,Moses Malone,Isiah Thomas,llama3.1:8b,Moses Malone
5068,Moses Malone,Nate Thurmond,llama3.1:8b,Moses Malone
5069,Moses Malone,Wes Unseld,llama3.1:8b,Moses Malone
5070,Moses Malone,Dwyane Wade,llama3.1:8b,Dwyane Wade
5071,Moses Malone,Bill Walton,llama3.1:8b,Moses Malone
5072,Moses Malone,Jerry West,llama3.1:8b,Moses Malone
5073,Moses Malone,Russell Westbrook,llama3.1:8b,Moses Malone
5074,Moses Malone,Lenny Wilkens,llama3.1:8b,Moses Malone
5075,Moses Malone,Dominique Wilkins,llama3.1:8b,Moses Malone
5076,Moses Malone,James Worthy,llama3.1:8b,Moses Malone
5077,Moses Malone,Chris Bosh,llama3.1:8b,Moses Malone
5078,Moses Malone,Dwight Howard,llama3.1:8b,Dwight Howard
5079,Moses Malone,Yao Ming,llama3.1:8b,Moses Malone
5080,Moses Malone,Tracy McGrady,llama3.1:8b,Moses Malone
5081,Moses Malone,Vince Carter,llama3.1:8b,Vince Carter
5082,Moses Malone,Alonzo Mourning,llama3.1:8b,Alonzo Mourning
5083,Moses Malone,Dikembe Mutombo,llama3.1:8b,Moses Malone
5084,Moses Malone,Grant Hill,llama3.1:8b,Moses Malone
5085,Moses Malone,LaMarcus Aldridge,llama3.1:8b,Moses Malone
5086,Moses Malone,Alex English,llama3.1:8b,Moses Malone
5087,Moses Malone,Adrian Dantley,llama3.1:8b,Moses Malone
5088,Moses Malone,Bob Lanier,llama3.1:8b,Moses Malone
5089,Moses Malone,Bernard King,llama3.1:8b,Moses Malone
5090,Moses Malone,Tony Parker,llama3.1:8b,Moses Malone
5091,Moses Malone,Manu Ginobili,llama3.1:8b,Moses Malone
5092,Moses Malone,Pau Gasol,llama3.1:8b,Moses Malone
5093,Moses Malone,Ben Wallace,llama3.1:8b,Moses Malone
5094,Moses Malone,Chauncey Billups,llama3.1:8b,Moses Malone
5095,Moses Malone,Dennis Johnson,llama3.1:8b,Moses Malone
5096,Moses Malone,Joe Dumars,llama3.1:8b,Moses Malone
5097,Moses Malone,Penny Hardaway,llama3.1:8b,Moses Malone
5098,Moses Malone,Tim Hardaway,llama3.1:8b,Moses Malone
5099,Moses Malone,Mitch Richmond,llama3.1:8b,Moses Malone
5100,Moses Malone,Chris Mullin,llama3.1:8b,Moses Malone
5101,Moses Malone,Chris Webber,llama3.1:8b,Moses Malone
5102,Moses Malone,Shawn Kemp,llama3.1:8b,Moses Malone
5103,Moses Malone,Rasheed Wallace,llama3.1:8b,Moses Malone
5104,Moses Malone,Nikola Jokic,llama3.1:8b,Nikola Jokic
5105,Moses Malone,Luka Doncic,llama3.1:8b,Luka Doncic
5106,Moses Malone,Joel Embiid,llama3.1:8b,Moses Malone
5107,Moses Malone,Jayson Tatum,llama3.1:8b,Moses Malone
5108,Moses Malone,Jimmy Butler,llama3.1:8b,Moses Malone
5109,Moses Malone,Kyrie Irving,llama3.1:8b,Moses Malone
5110,Moses Malone,Devin Booker,llama3.1:8b,Moses Malone
5111,Moses Malone,Ja Morant,llama3.1:8b,Moses Malone
5112,Moses Malone,Shai Gilgeous-Alexander,llama3.1:8b,Moses Malone
5113,Moses Malone,Trae Young,llama3.1:8b,Moses Malone
5114,Moses Malone,Donovan Mitchell,llama3.1:8b,Donovan Mitchell
5115,Moses Malone,Anthony Edwards,llama3.1:8b,Moses Malone
5116,Moses Malone,DeMar DeRozan,llama3.1:8b,Moses Malone
5117,Moses Malone,Klay Thompson,llama3.1:8b,Moses Malone
5118,Moses Malone,Draymond Green,llama3.1:8b,Moses Malone
5119,Moses Malone,Rudy Gobert,llama3.1:8b,Rudy Gobert
5120,Moses Malone,Bam Adebayo,llama3.1:8b,Moses Malone
5121,Moses Malone,Pascal Siakam,llama3.1:8b,Moses Malone
5122,Moses Malone,Jrue Holiday,llama3.1:8b,Moses Malone
5123,Moses Malone,Jaylen Brown,llama3.1:8b,Moses Malone
5124,Moses Malone,Paul George,llama3.1:8b,Paul George
5125,Moses Malone,Artis Gilmore,llama3.1:8b,Moses Malone
5126,Moses Malone,Sidney Moncrief,llama3.1:8b,Moses Malone
5127,Moses Malone,Jack Sikma,llama3.1:8b,Moses Malone
5128,Moses Malone,World B. Free,llama3.1:8b,Moses Malone
5129,Moses Malone,Connie Hawkins,llama3.1:8b,Moses Malone
5130,Moses Malone,Spencer Haywood,llama3.1:8b,Moses Malone
5131,Moses Malone,Marques Johnson,llama3.1:8b,Moses Malone
5132,Moses Malone,Tom Heinsohn,llama3.1:8b,Moses Malone
5133,Moses Malone,Gail Goodrich,llama3.1:8b,Moses Malone
5134,Moses Malone,Paul Westphal,llama3.1:8b,Moses Malone
5135,Moses Malone,Marc Gasol,llama3.1:8b,Moses Malone
5136,Moses Malone,Al Horford,llama3.1:8b,Moses Malone
5137,Moses Malone,Kyle Lowry,llama3.1:8b,Moses Malone
5138,Moses Malone,John Wall,llama3.1:8b,Moses Malone
5139,Moses Malone,Gilbert Arenas,llama3.1:8b,Moses Malone
5140,Moses Malone,Baron Davis,llama3.1:8b,Moses Malone
5141,Moses Malone,Amar'e Stoudemire,llama3.1:8b,Moses Malone
5142,Moses Malone,Shawn Marion,llama3.1:8b,Shawn Marion
5143,Moses Malone,Lamar Odom,llama3.1:8b,Moses Malone
5144,Moses Malone,Andre Iguodala,llama3.1:8b,Moses Malone
5145,Pete Maravich,Bob McAdoo,llama3.1:8b,Pete Maravich
5146,Pete Maravich,Kevin McHale,llama3.1:8b,Pete Maravich
5147,Pete Maravich,George Mikan,llama3.1:8b,Pete Maravich
5148,Pete Maravich,Reggie Miller,llama3.1:8b,Reggie Miller
5149,Pete Maravich,Earl Monroe,llama3.1:8b,Earl Monroe
5150,Pete Maravich,Steve Nash,llama3.1:8b,Steve Nash
5151,Pete Maravich,Dirk Nowitzki,llama3.1:8b,Dirk Nowitzki
5152,Pete Maravich,Hakeem Olajuwon,llama3.1:8b,Hakeem Olajuwon
5153,Pete Maravich,Shaquille O'Neal,llama3.1:8b,Shaquille O'Neal
5154,Pete Maravich,Robert Parish,llama3.1:8b,Pete Maravich
5155,Pete Maravich,Chris Paul,llama3.1:8b,Chris Paul
5156,Pete Maravich,Gary Payton,llama3.1:8b,Gary Payton
5157,Pete Maravich,Bob Pettit,llama3.1:8b,Pete Maravich
5158,Pete Maravich,Paul Pierce,llama3.1:8b,Paul Pierce
5159,Pete Maravich,Scottie Pippen,llama3.1:8b,Scottie Pippen
5160,Pete Maravich,Willis Reed,llama3.1:8b,Pete Maravich
5161,Pete Maravich,Oscar Robertson,llama3.1:8b,Oscar Robertson
5162,Pete Maravich,David Robinson,llama3.1:8b,David Robinson
5163,Pete Maravich,Dennis Rodman,llama3.1:8b,Dennis Rodman
5164,Pete Maravich,Bill Russell,llama3.1:8b,Bill Russell
5165,Pete Maravich,Dolph Schayes,llama3.1:8b,Pete Maravich
5166,Pete Maravich,Bill Sharman,llama3.1:8b,Pete Maravich
5167,Pete Maravich,John Stockton,llama3.1:8b,John Stockton
5168,Pete Maravich,Isiah Thomas,llama3.1:8b,Isiah Thomas
5169,Pete Maravich,Nate Thurmond,llama3.1:8b,Nate Thurmond
5170,Pete Maravich,Wes Unseld,llama3.1:8b,Pete Maravich
5171,Pete Maravich,Dwyane Wade,llama3.1:8b,Dwyane Wade
5172,Pete Maravich,Bill Walton,llama3.1:8b,Bill Walton
5173,Pete Maravich,Jerry West,llama3.1:8b,Jerry West
5174,Pete Maravich,Russell Westbrook,llama3.1:8b,Russell Westbrook
5175,Pete Maravich,Lenny Wilkens,llama3.1:8b,Pete Maravich
5176,Pete Maravich,Dominique Wilkins,llama3.1:8b,Pete Maravich
5177,Pete Maravich,James Worthy,llama3.1:8b,James Worthy
5178,Pete Maravich,Chris Bosh,llama3.1:8b,Pete Maravich
5179,Pete Maravich,Dwight Howard,llama3.1:8b,Pete Maravich
5180,Pete Maravich,Yao Ming,llama3.1:8b,Pete Maravich
5181,Pete Maravich,Tracy McGrady,llama3.1:8b,Tracy McGrady
5182,Pete Maravich,Vince Carter,llama3.1:8b,Vince Carter
5183,Pete Maravich,Alonzo Mourning,llama3.1:8b,Alonzo Mourning
5184,Pete Maravich,Dikembe Mutombo,llama3.1:8b,Dikembe Mutombo
5185,Pete Maravich,Grant Hill,llama3.1:8b,Grant Hill
5186,Pete Maravich,LaMarcus Aldridge,llama3.1:8b,Pete Maravich
5187,Pete Maravich,Alex English,llama3.1:8b,Pete Maravich
5188,Pete Maravich,Adrian Dantley,llama3.1:8b,Pete Maravich
5189,Pete Maravich,Bob Lanier,llama3.1:8b,Pete Maravich
5190,Pete Maravich,Bernard King,llama3.1:8b,Bernard King
5191,Pete Maravich,Tony Parker,llama3.1:8b,Pete Maravich
5192,Pete Maravich,Manu Ginobili,llama3.1:8b,Manu Ginobili
5193,Pete Maravich,Pau Gasol,llama3.1:8b,Pete Maravich
5194,Pete Maravich,Ben Wallace,llama3.1:8b,Pete Maravich
5195,Pete Maravich,Chauncey Billups,llama3.1:8b,Chauncey Billups
5196,Pete Maravich,Dennis Johnson,llama3.1:8b,Dennis Johnson
5197,Pete Maravich,Joe Dumars,llama3.1:8b,Pete Maravich
5198,Pete Maravich,Penny Hardaway,llama3.1:8b,Penny Hardaway
5199,Pete Maravich,Tim Hardaway,llama3.1:8b,Tim Hardaway
5200,Pete Maravich,Mitch Richmond,llama3.1:8b,Mitch Richmond
5201,Pete Maravich,Chris Mullin,llama3.1:8b,Chris Mullin
5202,Pete Maravich,Chris Webber,llama3.1:8b,Chris Webber
5203,Pete Maravich,Shawn Kemp,llama3.1:8b,Shawn Kemp
5204,Pete Maravich,Rasheed Wallace,llama3.1:8b,Pete Maravich
5205,Pete Maravich,Nikola Jokic,llama3.1:8b,Nikola Jokic
5206,Pete Maravich,Luka Doncic,llama3.1:8b,Luka Doncic
5207,Pete Maravich,Joel Embiid,llama3.1:8b,Joel Embiid
5208,Pete Maravich,Jayson Tatum,llama3.1:8b,Jayson Tatum
5209,Pete Maravich,Jimmy Butler,llama3.1:8b,Jimmy Butler
5210,Pete Maravich,Kyrie Irving,llama3.1:8b,Kyrie Irving
5211,Pete Maravich,Devin Booker,llama3.1:8b,Pete Maravich
5212,Pete Maravich,Ja Morant,llama3.1:8b,Ja Morant
5213,Pete Maravich,Shai Gilgeous-Alexander,llama3.1:8b,Shai Gilgeous-Alexander
5214,Pete Maravich,Trae Young,llama3.1:8b,Trae Young
5215,Pete Maravich,Donovan Mitchell,llama3.1:8b,Donovan Mitchell
5216,Pete Maravich,Anthony Edwards,llama3.1:8b,Anthony Edwards
5217,Pete Maravich,DeMar DeRozan,llama3.1:8b,DeMar DeRozan
5218,Pete Maravich,Klay Thompson,llama3.1:8b,Klay Thompson
5219,Pete Maravich,Draymond Green,llama3.1:8b,Pete Maravich
5220,Pete Maravich,Rudy Gobert,llama3.1:8b,Rudy Gobert
5221,Pete Maravich,Bam Adebayo,llama3.1:8b,Bam Adebayo
5222,Pete Maravich,Pascal Siakam,llama3.1:8b,Pascal Siakam
5223,Pete Maravich,Jrue Holiday,llama3.1:8b,Pete Maravich
5224,Pete Maravich,Jaylen Brown,llama3.1:8b,Pete Maravich
5225,Pete Maravich,Paul George,llama3.1:8b,Paul George
5226,Pete Maravich,Artis Gilmore,llama3.1:8b,Pete Maravich
5227,Pete Maravich,Sidney Moncrief,llama3.1:8b,Pete Maravich
5228,Pete Maravich,Jack Sikma,llama3.1:8b,Pete Maravich
5229,Pete Maravich,World B. Free,llama3.1:8b,Pete Maravich
5230,Pete Maravich,Connie Hawkins,llama3.1:8b,Pete Maravich
5231,Pete Maravich,Spencer Haywood,llama3.1:8b,Spencer Haywood
5232,Pete Maravich,Marques Johnson,llama3.1:8b,Pete Maravich
5233,Pete Maravich,Tom Heinsohn,llama3.1:8b,Pete Maravich
5234,Pete Maravich,Gail Goodrich,llama3.1:8b,Pete Maravich
5235,Pete Maravich,Paul Westphal,llama3.1:8b,Pete Maravich
5236,Pete Maravich,Marc Gasol,llama3.1:8b,Pete Maravich
5237,Pete Maravich,Al Horford,llama3.1:8b,Pete Maravich
5238,Pete Maravich,Kyle Lowry,llama3.1:8b,Pete Maravich
5239,Pete Maravich,John Wall,llama3.1:8b,John Wall
5240,Pete Maravich,Gilbert Arenas,llama3.1:8b,Gilbert Arenas
5241,Pete Maravich,Baron Davis,llama3.1:8b,Pete Maravich
5242,Pete Maravich,Amar'e Stoudemire,llama3.1:8b,Pete Maravich
5243,Pete Maravich,Shawn Marion,llama3.1:8b,Shawn Marion
5244,Pete Maravich,Lamar Odom,llama3.1:8b,Lamar Odom
5245,Pete Maravich,Andre Iguodala,llama3.1:8b,Andre Iguodala
5246,Bob McAdoo,Kevin McHale,llama3.1:8b,Bob McAdoo
5247,Bob McAdoo,George Mikan,llama3.1:8b,George Mikan
5248,Bob McAdoo,Reggie Miller,llama3.1:8b,Reggie Miller
5249,Bob McAdoo,Earl Monroe,llama3.1:8b,Earl Monroe
5250,Bob McAdoo,Steve Nash,llama3.1:8b,Steve Nash
5251,Bob McAdoo,Dirk Nowitzki,llama3.1:8b,Dirk Nowitzki
5252,Bob McAdoo,Hakeem Olajuwon,llama3.1:8b,Hakeem Olajuwon
5253,Bob McAdoo,Shaquille O'Neal,llama3.1:8b,Shaquille O'Neal
5254,Bob McAdoo,Robert Parish,llama3.1:8b,Bob McAdoo
5255,Bob McAdoo,Chris Paul,llama3.1:8b,Chris Paul
5256,Bob McAdoo,Gary Payton,llama3.1:8b,Gary Payton
5257,Bob McAdoo,Bob Pettit,llama3.1:8b,Bob Pettit
5258,Bob McAdoo,Paul Pierce,llama3.1:8b,Paul Pierce
5259,Bob McAdoo,Scottie Pippen,llama3.1:8b,Scottie Pippen
5260,Bob McAdoo,Willis Reed,llama3.1:8b,Willis Reed
5261,Bob McAdoo,Oscar Robertson,llama3.1:8b,Oscar Robertson
5262,Bob McAdoo,David Robinson,llama3.1:8b,David Robinson
5263,Bob McAdoo,Dennis Rodman,llama3.1:8b,Dennis Rodman
5264,Bob McAdoo,Bill Russell,llama3.1:8b,Bill Russell
5265,Bob McAdoo,Dolph Schayes,llama3.1:8b,Bob McAdoo
5266,Bob McAdoo,Bill Sharman,llama3.1:8b,Bob McAdoo
5267,Bob McAdoo,John Stockton,llama3.1:8b,John Stockton
5268,Bob McAdoo,Isiah Thomas,llama3.1:8b,Isiah Thomas
5269,Bob McAdoo,Nate Thurmond,llama3.1:8b,Nate Thurmond
5270,Bob McAdoo,Wes Unseld,llama3.1:8b,Bob McAdoo
5271,Bob McAdoo,Dwyane Wade,llama3.1:8b,Dwyane Wade
5272,Bob McAdoo,Bill Walton,llama3.1:8b,Bill Walton
5273,Bob McAdoo,Jerry West,llama3.1:8b,Jerry West
5274,Bob McAdoo,Russell Westbrook,llama3.1:8b,Russell Westbrook
5275,Bob McAdoo,Lenny Wilkens,llama3.1:8b,Lenny Wilkens
5276,Bob McAdoo,Dominique Wilkins,llama3.1:8b,Dominique Wilkins
5277,Bob McAdoo,James Worthy,llama3.1:8b,James Worthy
5278,Bob McAdoo,Chris Bosh,llama3.1:8b,Chris Bosh
5279,Bob McAdoo,Dwight Howard,llama3.1:8b,Dwight Howard
5280,Bob McAdoo,Yao Ming,llama3.1:8b,Yao Ming
5281,Bob McAdoo,Tracy McGrady,llama3.1:8b,Tracy McGrady
5282,Bob McAdoo,Vince Carter,llama3.1:8b,Vince Carter
5283,Bob McAdoo,Alonzo Mourning,llama3.1:8b,Alonzo Mourning
5284,Bob McAdoo,Dikembe Mutombo,llama3.1:8b,Dikembe Mutombo
5285,Bob McAdoo,Grant Hill,llama3.1:8b,Grant Hill
5286,Bob McAdoo,LaMarcus Aldridge,llama3.1:8b,LaMarcus Aldridge
5287,Bob McAdoo,Alex English,llama3.1:8b,Alex English
5288,Bob McAdoo,Adrian Dantley,llama3.1:8b,Bob McAdoo
5289,Bob McAdoo,Bob Lanier,llama3.1:8b,Bob Lanier
5290,Bob McAdoo,Bernard King,llama3.1:8b,Bernard King
5291,Bob McAdoo,Tony Parker,llama3.1:8b,Bob McAdoo
5292,Bob McAdoo,Manu Ginobili,llama3.1:8b,Manu Ginobili
5293,Bob McAdoo,Pau Gasol,llama3.1:8b,Pau Gasol
5294,Bob McAdoo,Ben Wallace,llama3.1:8b,Ben Wallace
5295,Bob McAdoo,Chauncey Billups,llama3.1:8b,Chauncey Billups
5296,Bob McAdoo,Dennis Johnson,llama3.1:8b,Dennis Johnson
5297,Bob McAdoo,Joe Dumars,llama3.1:8b,Joe Dumars
5298,Bob McAdoo,Penny Hardaway,llama3.1:8b,Penny Hardaway
5299,Bob McAdoo,Tim Hardaway,llama3.1:8b,Tim Hardaway
5300,Bob McAdoo,Mitch Richmond,llama3.1:8b,Mitch Richmond
5301,Bob McAdoo,Chris Mullin,llama3.1:8b,Chris Mullin
5302,Bob McAdoo,Chris Webber,llama3.1:8b,Chris Webber
5303,Bob McAdoo,Shawn Kemp,llama3.1:8b,Shawn Kemp
5304,Bob McAdoo,Rasheed Wallace,llama3.1:8b,Rasheed Wallace
5305,Bob McAdoo,Nikola Jokic,llama3.1:8b,Nikola Jokic
5306,Bob McAdoo,Luka Doncic,llama3.1:8b,Luka Doncic
5307,Bob McAdoo,Joel Embiid,llama3.1:8b,Joel Embiid
5308,Bob McAdoo,Jayson Tatum,llama3.1:8b,Jayson Tatum
5309,Bob McAdoo,Jimmy Butler,llama3.1:8b,Jimmy Butler
5310,Bob McAdoo,Kyrie Irving,llama3.1:8b,Kyrie Irving
5311,Bob McAdoo,Devin Booker,llama3.1:8b,Bob McAdoo
5312,Bob McAdoo,Ja Morant,llama3.1:8b,Ja Morant
5313,Bob McAdoo,Shai Gilgeous-Alexander,llama3.1:8b,Shai Gilgeous-Alexander
5314,Bob McAdoo,Trae Young,llama3.1:8b,Trae Young
5315,Bob McAdoo,Donovan Mitchell,llama3.1:8b,Donovan Mitchell
5316,Bob McAdoo,Anthony Edwards,llama3.1:8b,Anthony Edwards
5317,Bob McAdoo,DeMar DeRozan,llama3.1:8b,DeMar DeRozan
5318,Bob McAdoo,Klay Thompson,llama3.1:8b,Klay Thompson
5319,Bob McAdoo,Draymond Green,llama3.1:8b,Draymond Green
5320,Bob McAdoo,Rudy Gobert,llama3.1:8b,Rudy Gobert
5321,Bob McAdoo,Bam Adebayo,llama3.1:8b,Bam Adebayo
5322,Bob McAdoo,Pascal Siakam,llama3.1:8b,Pascal Siakam
5323,Bob McAdoo,Jrue Holiday,llama3.1:8b,Jrue Holiday
5324,Bob McAdoo,Jaylen Brown,llama3.1:8b,Jaylen Brown
5325,Bob McAdoo,Paul George,llama3.1:8b,Paul George
5326,Bob McAdoo,Artis Gilmore,llama3.1:8b,Artis Gilmore
5327,Bob McAdoo,Sidney Moncrief,llama3.1:8b,Sidney Moncrief
5328,Bob McAdoo,Jack Sikma,llama3.1:8b,Jack Sikma
5329,Bob McAdoo,World B. Free,llama3.1:8b,Bob McAdoo
5330,Bob McAdoo,Connie Hawkins,llama3.1:8b,Bob McAdoo
5331,Bob McAdoo,Spencer Haywood,llama3.1:8b,Spencer Haywood
5332,Bob McAdoo,Marques Johnson,llama3.1:8b,Marques Johnson
5333,Bob McAdoo,Tom Heinsohn,llama3.1:8b,Bob McAdoo
5334,Bob McAdoo,Gail Goodrich,llama3.1:8b,Gail Goodrich
5335,Bob McAdoo,Paul Westphal,llama3.1:8b,Paul Westphal
5336,Bob McAdoo,Marc Gasol,llama3.1:8b,Marc Gasol
5337,Bob McAdoo,Al Horford,llama3.1:8b,Al Horford
5338,Bob McAdoo,Kyle Lowry,llama3.1:8b,Kyle Lowry
5339,Bob McAdoo,John Wall,llama3.1:8b,John Wall
5340,Bob McAdoo,Gilbert Arenas,llama3.1:8b,Gilbert Arenas
5341,Bob McAdoo,Baron Davis,llama3.1:8b,Baron Davis
5342,Bob McAdoo,Amar'e Stoudemire,llama3.1:8b,Amar'e Stoudemire
5343,Bob McAdoo,Shawn Marion,llama3.1:8b,Shawn Marion
5344,Bob McAdoo,Lamar Odom,llama3.1:8b,Lamar Odom
5345,Bob McAdoo,Andre Iguodala,llama3.1:8b,Andre Iguodala
5346,Kevin McHale,George Mikan,llama3.1:8b,Kevin McHale
5347,Kevin McHale,Reggie Miller,llama3.1:8b,Reggie Miller
5348,Kevin McHale,Earl Monroe,llama3.1:8b,Earl Monroe
5349,Kevin McHale,Steve Nash,llama3.1:8b,Steve Nash
5350,Kevin McHale,Dirk Nowitzki,llama3.1:8b,Dirk Nowitzki
5351,Kevin McHale,Hakeem Olajuwon,llama3.1:8b,Hakeem Olajuwon
5352,Kevin McHale,Shaquille O'Neal,llama3.1:8b,Shaquille O'Neal
5353,Kevin McHale,Robert Parish,llama3.1:8b,Kevin McHale
5354,Kevin McHale,Chris Paul,llama3.1:8b,Chris Paul
5355,Kevin McHale,Gary Payton,llama3.1:8b,Gary Payton
5356,Kevin McHale,Bob Pettit,llama3.1:8b,Bob Pettit
5357,Kevin McHale,Paul Pierce,llama3.1:8b,Paul Pierce
5358,Kevin McHale,Scottie Pippen,llama3.1:8b,Scottie Pippen
5359,Kevin McHale,Willis Reed,llama3.1:8b,Kevin McHale
5360,Kevin McHale,Oscar Robertson,llama3.1:8b,Oscar Robertson
5361,Kevin McHale,David Robinson,llama3.1:8b,David Robinson
5362,Kevin McHale,Dennis Rodman,llama3.1:8b,Dennis Rodman
5363,Kevin McHale,Bill Russell,llama3.1:8b,Bill Russell
5364,Kevin McHale,Dolph Schayes,llama3.1:8b,Kevin McHale
5365,Kevin McHale,Bill Sharman,llama3.1:8b,Bill Sharman
5366,Kevin McHale,John Stockton,llama3.1:8b,John Stockton
5367,Kevin McHale,Isiah Thomas,llama3.1:8b,Kevin McHale
5368,Kevin McHale,Nate Thurmond,llama3.1:8b,Nate Thurmond
5369,Kevin McHale,Wes Unseld,llama3.1:8b,Kevin McHale
5370,Kevin McHale,Dwyane Wade,llama3.1:8b,Dwyane Wade
5371,Kevin McHale,Bill Walton,llama3.1:8b,Kevin McHale
5372,Kevin McHale,Jerry West,llama3.1:8b,Jerry West
5373,Kevin McHale,Russell Westbrook,llama3.1:8b,Russell Westbrook
5374,Kevin McHale,Lenny Wilkens,llama3.1:8b,Kevin McHale
5375,Kevin McHale,Dominique Wilkins,llama3.1:8b,Dominique Wilkins
5376,Kevin McHale,James Worthy,llama3.1:8b,James Worthy
5377,Kevin McHale,Chris Bosh,llama3.1:8b,Kevin McHale
5378,Kevin McHale,Dwight Howard,llama3.1:8b,Dwight Howard
5379,Kevin McHale,Yao Ming,llama3.1:8b,Kevin McHale
5380,Kevin McHale,Tracy McGrady,llama3.1:8b,Kevin McHale
5381,Kevin McHale,Vince Carter,llama3.1:8b,Vince Carter
5382,Kevin McHale,Alonzo Mourning,llama3.1:8b,Alonzo Mourning
5383,Kevin McHale,Dikembe Mutombo,llama3.1:8b,Dikembe Mutombo
5384,Kevin McHale,Grant Hill,llama3.1:8b,Kevin McHale
5385,Kevin McHale,LaMarcus Aldridge,llama3.1:8b,Kevin McHale
5386,Kevin McHale,Alex English,llama3.1:8b,Kevin McHale
5387,Kevin McHale,Adrian Dantley,llama3.1:8b,Kevin McHale
5388,Kevin McHale,Bob Lanier,llama3.1:8b,Kevin McHale
5389,Kevin McHale,Bernard King,llama3.1:8b,Kevin McHale
5390,Kevin McHale,Tony Parker,llama3.1:8b,Kevin McHale
5391,Kevin McHale,Manu Ginobili,llama3.1:8b,Manu Ginobili
5392,Kevin McHale,Pau Gasol,llama3.1:8b,Pau Gasol
5393,Kevin McHale,Ben Wallace,llama3.1:8b,Kevin McHale
5394,Kevin McHale,Chauncey Billups,llama3.1:8b,Chauncey Billups
5395,Kevin McHale,Dennis Johnson,llama3.1:8b,Dennis Johnson
5396,Kevin McHale,Joe Dumars,llama3.1:8b,Joe Dumars
5397,Kevin McHale,Penny Hardaway,llama3.1:8b,Penny Hardaway
5398,Kevin McHale,Tim Hardaway,llama3.1:8b,Tim Hardaway
5399,Kevin McHale,Mitch Richmond,llama3.1:8b,Kevin McHale
5400,Kevin McHale,Chris Mullin,llama3.1:8b,Chris Mullin
5401,Kevin McHale,Chris Webber,llama3.1:8b,Chris Webber
5402,Kevin McHale,Shawn Kemp,llama3.1:8b,Shawn Kemp
5403,Kevin McHale,Rasheed Wallace,llama3.1:8b,Kevin McHale
5404,Kevin McHale,Nikola Jokic,llama3.1:8b,Nikola Jokic
5405,Kevin McHale,Luka Doncic,llama3.1:8b,Luka Doncic
5406,Kevin McHale,Joel Embiid,llama3.1:8b,Joel Embiid
5407,Kevin McHale,Jayson Tatum,llama3.1:8b,Jayson Tatum
5408,Kevin McHale,Jimmy Butler,llama3.1:8b,Jimmy Butler
5409,Kevin McHale,Kyrie Irving,llama3.1:8b,Kyrie Irving
5410,Kevin McHale,Devin Booker,llama3.1:8b,Kevin McHale
5411,Kevin McHale,Ja Morant,llama3.1:8b,Ja Morant
5412,Kevin McHale,Shai Gilgeous-Alexander,llama3.1:8b,Shai Gilgeous-Alexander
5413,Kevin McHale,Trae Young,llama3.1:8b,Trae Young
5414,Kevin McHale,Donovan Mitchell,llama3.1:8b,Donovan Mitchell
5415,Kevin McHale,Anthony Edwards,llama3.1:8b,Kevin McHale
5416,Kevin McHale,DeMar DeRozan,llama3.1:8b,Kevin McHale
5417,Kevin McHale,Klay Thompson,llama3.1:8b,Klay Thompson
5418,Kevin McHale,Draymond Green,llama3.1:8b,Draymond Green
5419,Kevin McHale,Rudy Gobert,llama3.1:8b,Rudy Gobert
5420,Kevin McHale,Bam Adebayo,llama3.1:8b,Bam Adebayo
5421,Kevin McHale,Pascal Siakam,llama3.1:8b,Pascal Siakam
5422,Kevin McHale,Jrue Holiday,llama3.1:8b,Kevin McHale
5423,Kevin McHale,Jaylen Brown,llama3.1:8b,Jaylen Brown
5424,Kevin McHale,Paul George,llama3.1:8b,Paul George
